Rk,Player,Age,Team,Pos,G,GS,MPAVG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,MPTotal,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,SEASON
336,Nathan Mensah,25,CHO,C,25,0,12.3,0.5,1.1,0.429,0,0,,0.5,1.1,0.429,0.429,0.4,0.5,0.75,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3,,307,5,0.496,0,0.429,10.3,13.6,11.9,3.7,1,4.3,29.6,6.8,0,0.2,0.1,0.023,-8.7,-0.1,-8.8,-0.5,2023
337,Sam Merrill,27,CLE,SG,61,1,17.5,2.6,6.4,0.402,2.3,5.8,0.404,0.2,0.6,0.385,0.584,0.4,0.5,0.929,0.4,1.6,2,1.8,0.3,0.1,0.3,1.2,8,,1069,13.1,0.598,0.901,0.071,2.3,10.2,6.3,14.1,0.9,0.3,4.5,17.5,1.9,0.9,2.8,0.125,1.3,-0.8,0.5,0.7,2023
338,Chimezie Metu,26,2TM,C,51,12,16.8,2.4,4.8,0.504,0.5,1.8,0.298,1.9,2.9,0.633,0.561,1.1,1.3,0.906,0.8,3,3.8,0.9,0.8,0.3,1,1.4,6.5,,859,13.3,0.61,0.385,0.262,5.5,19.6,12.7,7.4,2.4,1.6,16,16.2,0.5,1.1,1.5,0.085,-2.1,0.8,-1.3,0.2,2023
339,Vasilije Micić,30,2TM,PG,60,21,19.6,2.7,6.2,0.43,0.7,2.6,0.279,1.9,3.6,0.537,0.488,1,1.3,0.813,0.2,1.2,1.5,4.4,0.5,0.1,1.7,1.1,7,,1176,10.7,0.524,0.416,0.203,1.3,7.1,4.2,31.1,1.3,0.6,19.7,18.8,-0.1,0.4,0.4,0.015,-2.5,-2.2,-4.6,-0.8,2023
340,Khris Middleton,32,MIL,SF,55,55,27,5.8,11.7,0.493,1.7,4.5,0.381,4.1,7.2,0.563,0.566,1.8,2.2,0.833,0.7,3.9,4.7,5.3,0.9,0.3,2.3,2.6,15.1,,1487,17,0.595,0.384,0.187,3,15.7,9.5,28.9,1.6,0.9,15.4,23.9,1.9,1.4,3.4,0.109,1.1,0,1.1,1.2,2023
341,Brandon Miller,21,CHO,SF,74,68,32.2,6.4,14.6,0.44,2.5,6.7,0.373,3.9,8,0.495,0.524,1.9,2.3,0.827,0.8,3.4,4.3,2.4,0.9,0.6,1.8,2.5,17.3,ROY-3,2383,13,0.552,0.455,0.16,2.7,12.4,7.4,11.6,1.4,1.6,10.2,23.9,-0.3,1,0.8,0.015,-0.9,-1.6,-2.6,-0.3,2023
342,Jordan Miller,24,LAC,SF,8,0,3.5,0.6,1.1,0.556,0.1,0.3,0.5,0.5,0.9,0.571,0.611,0.3,0.3,1,0.4,0.3,0.6,0,0,0,0.1,0.3,1.6,,28,14.1,0.658,0.222,0.222,12.5,7.8,10.1,0,0,0,9.2,17,0.1,0,0.1,0.116,0.4,-4.2,-3.8,0,2023
343,Leonard Miller,20,MIN,SF,17,0,3.1,0.8,1.2,0.65,0.1,0.3,0.4,0.6,0.9,0.733,0.7,0.1,0.1,0.5,0.3,0.9,1.2,0.5,0.1,0.1,0.1,0.3,1.7,,52,27,0.694,0.25,0.1,11.5,31.3,21.8,25.5,1.9,1.7,4.6,18.6,0.2,0.1,0.3,0.323,5.9,3.7,9.6,0.2,2023
344,Patty Mills,35,2TM,PG,32,5,13,1.4,4.1,0.351,0.8,2.7,0.276,0.7,1.4,0.5,0.443,0.3,0.3,1,0.3,0.8,1.1,1.1,0.6,0,0.5,1,4,,415,7.2,0.467,0.664,0.084,2.3,7.1,4.7,11.1,2.4,0.2,10.5,15.9,-0.3,0.4,0.1,0.009,-5,0.4,-4.6,-0.3,2023
345,Shake Milton,27,3TM,SG,48,0,12.1,1.6,4.1,0.405,0.4,1.3,0.281,1.3,2.7,0.466,0.451,0.8,1,0.816,0.3,1.3,1.6,1.3,0.4,0.1,0.6,1.1,4.5,,581,9.2,0.499,0.328,0.251,2.8,11.5,7.3,14.4,1.6,0.9,12.5,18.7,-0.2,0.8,0.6,0.048,-4.3,0.6,-3.7,-0.3,2023
346,Justin Minaya,24,POR,SF,34,1,11.2,0.6,2.2,0.297,0.4,1.4,0.245,0.3,0.7,0.4,0.378,0.1,0.3,0.556,0.9,0.8,1.6,0.6,0.3,0.3,0.3,1,1.8,,381,5.8,0.391,0.662,0.122,8.3,8.1,8.2,7.3,1.2,2.4,10.3,9.7,-0.1,0.2,0.1,0.009,-5.1,-0.5,-5.6,-0.3,2023
347,Josh Minott,21,MIN,SF,32,0,2.8,0.5,1.1,0.472,0.1,0.3,0.4,0.4,0.8,0.5,0.528,0.4,0.4,0.857,0.1,0.4,0.5,0.3,0.2,0.2,0.1,0.3,1.6,,91,20.4,0.593,0.278,0.389,5.2,15.5,10.6,13.2,2.7,4.9,4.5,21.4,0.2,0.2,0.4,0.222,1.8,3.3,5.1,0.2,2023
348,Davion Mitchell,25,SAC,PG,72,4,15.3,2,4.5,0.452,0.8,2.2,0.361,1.2,2.3,0.539,0.54,0.4,0.6,0.714,0.3,1.1,1.3,1.9,0.2,0,0.6,1.2,5.3,,1101,9.3,0.555,0.489,0.13,1.9,7.9,4.8,16,0.7,0.2,11.2,14.9,0.8,0.6,1.3,0.059,-2.4,-1,-3.4,-0.4,2023
349,Donovan Mitchell,27,CLE,SG,55,55,35.3,9.1,19.8,0.462,3.3,9,0.368,5.8,10.8,0.539,0.545,5,5.8,0.865,0.8,4.3,5.1,6.1,1.8,0.5,2.8,2.1,26.6,AS,1942,22.1,0.595,0.454,0.292,2.7,13.4,8.1,28.3,2.6,1.4,11.1,31.4,3.6,2.9,6.4,0.159,4.6,1.2,5.8,3.9,2023
350,Evan Mobley,22,CLE,PF,50,50,30.6,6.4,11,0.58,0.4,1.2,0.373,6,9.9,0.604,0.6,2.5,3.4,0.719,2.2,7.1,9.4,3.2,0.9,1.4,1.8,2.7,15.7,,1532,20.1,0.626,0.107,0.31,8.2,25.9,17.2,15.9,1.5,4.2,12.5,20.6,2.8,2.7,5.5,0.174,0.9,2,2.9,1.9,2023
351,Isaiah Mobley,24,CLE,PF,10,0,7.2,1,2.4,0.417,0.3,1,0.3,0.7,1.4,0.5,0.479,0,0.1,0,0.3,0.7,1,0.6,0.2,0,0.2,0.6,2.3,,72,8.1,0.471,0.417,0.042,4.7,10.8,7.8,11.5,1.4,0,7.6,16.2,0,0.1,0,0.032,-4.5,-2.1,-6.6,-0.1,2023
352,Malik Monk,25,SAC,SG,72,0,26,5.5,12.4,0.443,2.1,5.9,0.35,3.4,6.5,0.528,0.526,2.4,2.8,0.829,0.4,2.6,2.9,5.1,0.6,0.5,2.1,2.2,15.4,"CPOY-12,6MOY-2",1872,16,0.564,0.474,0.23,1.6,11.3,6.3,28.9,1.2,1.9,13.2,25.9,1.9,1.6,3.5,0.09,1.5,-1,0.6,1.2,2023
353,Moses Moody,21,GSW,SG,66,9,17.5,2.9,6.4,0.462,1.1,3,0.36,1.8,3.3,0.555,0.548,1.1,1.4,0.785,1,2,3,0.9,0.6,0.4,0.7,1.4,8.1,,1156,13.7,0.578,0.476,0.221,6.2,12.1,9.2,6.7,1.8,1.9,8.7,18.4,1.2,1.2,2.4,0.101,-0.2,0.1,-0.1,0.6,2023
354,Xavier Moon,29,LAC,SG,14,1,8.5,1.1,3.3,0.326,0.1,1.2,0.118,0.9,2.1,0.448,0.348,0.1,0.1,0.5,0.6,0.7,1.3,1.5,0.2,0.2,0.4,0.6,2.4,,119,8.1,0.352,0.37,0.043,7.9,9.2,8.5,23.4,1.2,2.3,9.6,19.1,-0.2,0.1,-0.1,-0.026,-4.7,-1.4,-6.1,-0.1,2023
355,Taze Moore,25,POR,SG,4,0,10,2,4.8,0.421,0.3,1.8,0.143,1.8,3,0.583,0.447,0.3,0.5,0.5,1,1,2,1.3,0.5,0,0.8,1,4.5,,40,11.8,0.453,0.368,0.105,10.6,11.9,11.2,20.4,2.5,0,13.1,24.3,0,0,0,-0.017,-2.5,-0.6,-3.1,0,2023
356,Wendell Moore Jr.,22,MIN,SG,25,0,3,0.4,0.7,0.5,0,0.2,0,0.4,0.5,0.75,0.5,0,0,,0,0.5,0.5,0.2,0.2,0,0.2,0.2,0.7,,75,8.6,0.5,0.333,0,0,17.4,9.1,10.9,3.3,1.2,18.2,13,-0.1,0.2,0.1,0.052,-6.1,3.3,-2.8,0,2023
357,Ja Morant,24,MEM,PG,9,9,35.3,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3,2.1,25.1,,318,20.6,0.57,0.3,0.376,2,15.8,8.6,42.2,1.1,1.5,12,30.4,0.5,0.3,0.8,0.124,2.7,0.4,3.1,0.4,2023
358,Marcus Morris,34,2TM,PF,49,7,16.7,2.4,5.4,0.439,1,2.4,0.403,1.4,3,0.469,0.53,0.7,0.9,0.818,0.5,2.3,2.7,0.7,0.3,0.3,0.6,1.5,6.4,,817,9.9,0.558,0.451,0.167,3.1,15.2,9.1,6.1,0.9,1.4,9.6,16.6,0.2,0.8,1,0.06,-2.5,-1.3,-3.8,-0.4,2023
359,Markieff Morris,34,DAL,PF,26,1,8.3,0.9,2.6,0.338,0.6,1.6,0.357,0.3,1,0.308,0.449,0.2,0.2,0.833,0.2,1.3,1.5,0.6,0.2,0.1,0.5,0.5,2.5,,216,6.6,0.467,0.618,0.088,2,17.6,9.9,9.4,1.1,1.2,14.5,16.4,-0.3,0.2,-0.1,-0.014,-4,-1.3,-5.3,-0.2,2023
360,Monte Morris,28,2TM,PG,33,0,14.4,1.9,4.6,0.405,0.8,2.1,0.386,1.1,2.5,0.422,0.493,0.4,0.6,0.684,0.2,1.5,1.7,2.1,0.6,0.3,0.2,0.4,5,,476,13.2,0.508,0.458,0.124,1.7,11.5,6.8,20,2,1.7,4.2,15.5,0.5,0.7,1.2,0.123,-0.8,1.5,0.7,0.3,2023
361,Trey Murphy III,23,NOP,SF,57,23,29.6,4.8,10.9,0.443,3,7.8,0.38,1.9,3.1,0.602,0.579,2.2,2.6,0.815,0.7,4.2,4.9,2.2,0.9,0.5,0.6,1.2,14.8,,1690,16.3,0.612,0.717,0.243,2.8,15.5,9.2,10.2,1.5,1.6,4.7,18.6,3.4,2,5.4,0.154,2.5,0,2.5,1.9,2023
362,Dejounte Murray,27,ATL,SG,78,78,35.7,8.6,18.8,0.459,2.6,7.1,0.363,6,11.7,0.518,0.528,2.7,3.4,0.794,0.8,4.5,5.3,6.4,1.4,0.3,2.6,1.8,22.5,,2783,17.7,0.555,0.379,0.179,2.3,14.4,8.1,27.9,1.9,0.8,11.3,26.6,3.3,1.6,4.9,0.084,2.3,-0.6,1.7,2.6,2023
363,Jamal Murray,26,DEN,PG,59,59,31.5,8,16.7,0.481,2.5,5.8,0.425,5.6,10.9,0.51,0.554,2.7,3.1,0.853,0.7,3.4,4.1,6.5,1,0.7,2.1,1.8,21.2,,1861,20.7,0.586,0.346,0.187,2.6,11.6,7.2,31.2,1.5,1.8,10.5,27.9,3.8,2.1,5.9,0.153,4.5,-0.4,4.1,2.9,2023
364,Keegan Murray,23,SAC,SF,77,77,33.6,5.8,12.7,0.454,2.4,6.6,0.358,3.4,6,0.56,0.548,1.3,1.6,0.831,1.4,4.1,5.5,1.7,1,0.8,0.8,2.7,15.2,,2588,13.3,0.569,0.524,0.127,4.5,13.9,9.1,6.9,1.5,2.1,5.9,18.1,2.6,2.6,5.2,0.096,-0.4,-0.5,-0.9,0.8,2023
365,Kris Murray,23,POR,SF,62,29,21.7,2.3,5.9,0.396,0.8,3,0.268,1.5,3,0.525,0.463,0.6,0.9,0.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5,6.1,,1348,9,0.481,0.5,0.153,6.7,12.3,9.3,8.4,1.9,1.4,12.3,14.1,-0.4,1,0.7,0.024,-3.5,-0.2,-3.6,-0.6,2023
366,Mike Muscala,32,3TM,C,53,6,11.3,1.1,2.9,0.359,0.5,1.8,0.292,0.5,1.1,0.467,0.449,0.3,0.5,0.68,0.7,1.6,2.4,0.7,0.2,0.2,0.4,1,3,,600,7.5,0.47,0.615,0.16,7,15.8,11.3,7.6,0.7,1.8,11.6,13.4,-0.2,0.3,0.1,0.009,-3.9,-1.4,-5.3,-0.5,2023
367,Svi Mykhailiuk,26,BOS,SF,41,2,10.1,1.4,3.3,0.416,1,2.6,0.389,0.4,0.7,0.517,0.569,0.1,0.2,0.667,0.3,1,1.2,0.9,0.3,0,0.3,0.5,4,,413,11.7,0.575,0.788,0.066,3,10,6.7,11,1.3,0.2,7.8,16.1,0.5,0.4,0.9,0.106,-0.9,-0.9,-1.8,0,2023
368,Larry Nance Jr.,31,NOP,C,61,0,19.9,2.3,4,0.573,0.4,1.1,0.415,1.8,2.9,0.631,0.629,0.8,1,0.77,1.5,3.5,5,1.9,1,0.3,0.8,1.6,5.7,,1216,14.9,0.653,0.27,0.253,8.7,19.3,14.1,12.1,2.5,1.5,15.5,11.3,2.1,1.9,4.1,0.16,-0.2,2.2,2,1.2,2023
369,Pete Nance,23,CLE,PF,8,0,3.4,0.1,0.8,0.167,0.1,0.1,1,0,0.6,0,0.25,0,0.3,0,0,0.4,0.4,0,0.1,0,0.1,0.3,0.4,,27,-3.9,0.218,0.167,0.333,0,12.3,6.2,0,1.8,0,12.7,12.9,-0.1,0,-0.1,-0.154,-11.9,-3.2,-15.2,-0.1,2023
370,Andrew Nembhard,24,IND,PG,68,47,25,3.8,7.7,0.498,0.9,2.5,0.357,2.9,5.2,0.567,0.557,0.7,0.8,0.804,0.5,1.5,2.1,4.1,0.9,0.1,1.5,2.1,9.2,,1697,11.3,0.573,0.328,0.107,2.4,7,4.7,20,1.8,0.3,15.6,16,1.3,0.7,2,0.057,-1.6,-0.5,-2.2,-0.1,2023
371,Aaron Nesmith,24,IND,SF,72,47,27.7,4.4,8.8,0.496,1.9,4.6,0.419,2.4,4.2,0.581,0.606,1.5,1.9,0.781,0.9,2.9,3.8,1.5,0.9,0.7,0.9,3.3,12.2,,1995,12.8,0.631,0.526,0.216,3.6,12,7.8,6.6,1.5,2,8.4,16,2.8,1.3,4.1,0.098,-0.3,-0.2,-0.5,0.8,2023
372,Georges Niang,30,CLE,PF,82,10,22.3,3.5,7.7,0.449,1.8,4.8,0.376,1.6,2.9,0.572,0.567,0.6,0.7,0.85,0.3,3.1,3.4,1.2,0.4,0.2,0.9,2.3,9.4,,1831,9.9,0.583,0.627,0.095,1.4,15.5,8.5,7.5,0.8,0.9,9.9,17.6,0.5,2,2.4,0.064,-2.5,-0.4,-2.9,-0.4,2023
373,Daishen Nix,21,MIN,PG,15,0,3.3,0.6,1.6,0.375,0.4,1.1,0.353,0.2,0.5,0.429,0.5,0.2,0.4,0.5,0.1,0.1,0.2,0.4,0.3,0,0.3,0.1,1.8,,50,12.3,0.507,0.708,0.25,2.4,4.3,3.4,17.8,4.9,0,15.8,28,-0.1,0.1,0,0.014,-2.8,1.4,-1.4,0,2023
374,Zeke Nnaji,23,DEN,PF,58,0,9.9,1.2,2.6,0.463,0.1,0.4,0.261,1.1,2.2,0.5,0.483,0.7,1.1,0.677,1.1,1.1,2.2,0.6,0.3,0.7,0.5,1.4,3.2,,576,12.4,0.528,0.154,0.416,12.1,12.2,12.1,7,1.3,5.6,13.3,15.4,0.4,0.8,1.2,0.099,-3.8,0.1,-3.7,-0.2,2023
375,Jaylen Nowell,24,2TM,SG,13,1,16.5,2.6,6,0.436,0.5,2.2,0.207,2.2,3.8,0.571,0.474,0.5,0.7,0.778,0.5,1.4,1.8,1.5,0.3,0.2,0.5,1.2,6.2,,214,9.2,0.494,0.372,0.115,3,9.6,6.2,13.6,0.9,0.8,7.9,17.8,0,0.1,0.1,0.016,-4.1,-1.4,-5.4,-0.2,2023
376,Markquis Nowell,24,TOR,SG,1,0,4,0,1,0,0,0,,0,1,0,0,2,2,1,2,0,2,2,1,0,0,0,2,,4,55.5,0.532,0,2,53.9,0,27.5,57.1,12.1,0,0,20.1,0,0,0.1,0.665,29.1,14.2,43.3,0,2023
377,Frank Ntilikina,25,CHO,PG,5,0,8.6,0.2,1.8,0.111,0.2,1.6,0.125,0,0.2,0,0.167,0.4,0.4,1,0.2,1,1.2,0.8,0,0,0.2,0.8,1,,43,0,0.253,0.889,0.222,2.5,13.5,7.8,11.5,0,0,9.2,11.2,-0.1,0,-0.1,-0.099,-10,-3.4,-13.4,-0.1,2023
378,Jusuf Nurkić,29,PHO,C,76,76,27.3,4.2,8.3,0.51,0.3,1.2,0.244,3.9,7.1,0.555,0.528,2.2,3.4,0.64,2.9,8.1,11,4,1.1,1.1,2.3,3.3,10.9,,2078,17.4,0.559,0.144,0.416,12.8,31.7,22.8,19.9,1.9,3.4,19.1,19.1,2,3.8,5.8,0.133,-1,2.1,1.1,1.6,2023
379,Jordan Nwora,25,2TM,SF,52,1,13.7,2.7,5.8,0.462,0.8,2.5,0.336,1.8,3.2,0.56,0.535,0.8,1,0.83,0.5,2.3,2.9,1.2,0.5,0.3,1,0.9,7,,712,13.7,0.565,0.438,0.177,4.3,19.1,11.6,12.3,1.8,1.6,14.1,22.4,-0.1,0.6,0.5,0.034,-1.1,-1.5,-2.5,-0.1,2023
380,Royce O'Neale,30,2TM,SF,79,14,24.7,2.7,6.8,0.397,2,5.3,0.37,0.7,1.5,0.496,0.542,0.3,0.4,0.686,0.8,4,4.8,2.8,0.7,0.6,0.9,2.2,7.7,,1954,11.1,0.548,0.783,0.065,3.4,17.9,10.7,15,1.5,2,11.6,13.9,1.3,2.1,3.4,0.085,-1,1,0,1,2023
381,Chuma Okeke,25,ORL,SF,47,8,9.2,0.9,2.4,0.357,0.5,1.7,0.28,0.4,0.6,0.567,0.46,0.1,0.1,0.571,0.4,1.3,1.7,0.4,0.2,0.1,0.3,0.4,2.3,,432,6.9,0.465,0.732,0.063,4.9,17,10.9,6.2,1,1.5,12.2,13.3,-0.3,0.6,0.3,0.029,-3.2,-0.2,-3.4,-0.2,2023
382,Josh Okogie,25,PHO,SG,60,11,16,1.4,3.4,0.417,0.5,1.6,0.309,1,1.9,0.509,0.488,1.3,1.7,0.745,1.2,1.3,2.6,1.1,0.8,0.4,0.6,1.1,4.6,,960,12,0.552,0.456,0.495,9.2,9,9.1,8.4,2.4,2.2,12.5,13,1,1.1,2.1,0.104,-1.3,0.8,-0.5,0.4,2023
383,Onyeka Okongwu,23,ATL,C,55,8,25.5,4.1,6.6,0.611,0.4,1.3,0.333,3.6,5.4,0.676,0.642,1.7,2.1,0.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9,10.2,,1405,16.9,0.674,0.189,0.318,10.8,18.6,14.6,7.2,0.9,3.8,9.8,13.7,3.5,1,4.5,0.153,0,-0.5,-0.4,0.5,2023
384,Isaac Okoro,23,CLE,SF,69,42,27.3,3.4,7,0.49,1.2,3.1,0.391,2.2,3.8,0.57,0.577,1.3,2,0.679,1,2,3,1.9,0.8,0.5,0.8,2,9.4,,1887,11.4,0.599,0.448,0.285,4,8.2,6.1,9.5,1.5,1.6,9.1,13.9,2.1,2,4.2,0.106,-1.8,0.7,-1.1,0.4,2023
385,Kelly Olynyk,32,2TM,C,78,27,22.6,3.5,6.4,0.555,0.8,2,0.387,2.8,4.4,0.632,0.616,1.9,2.3,0.833,1.4,3.9,5.3,4.4,0.9,0.4,1.9,2.9,9.8,,1759,17.4,0.661,0.312,0.362,6.7,19,12.9,27.6,2,1.5,20.9,17.5,3.5,1.4,4.9,0.133,0.7,1.1,1.8,1.7,2023
386,Eugene Omoruyi,26,WAS,SF,43,0,9.1,1.9,3.9,0.485,0.3,1.1,0.283,1.6,2.8,0.562,0.524,0.7,1.1,0.653,0.8,1.2,2,0.8,0.6,0.1,0.5,1.4,4.8,,393,16,0.549,0.275,0.293,9.3,13.9,11.6,13,3.2,1,10,22.5,0.2,0.4,0.6,0.074,-1.9,-0.4,-2.3,0,2023
387,Cedi Osman,28,SAS,SF,72,3,17.6,2.6,5.3,0.479,1.2,3.1,0.389,1.4,2.3,0.601,0.591,0.5,0.7,0.673,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.8,,1269,11.2,0.601,0.576,0.135,2.1,13.3,7.7,13,1.3,0.7,10.4,15.1,1,0.9,1.9,0.071,-1.7,-0.3,-2.1,0,2023
388,Kelly Oubre Jr.,28,PHI,SF,68,52,30.2,5.7,12.9,0.441,1.5,4.8,0.311,4.2,8.1,0.517,0.498,2.6,3.4,0.75,1.4,3.6,5,1.5,1.1,0.7,1.3,2.9,15.4,,2055,13.5,0.535,0.37,0.264,5,13.5,9.2,7.3,1.8,2.1,8.2,22.4,0.6,2.4,3,0.07,-1.5,-0.7,-2.3,-0.1,2023
389,Chris Paul,38,GSW,PG,58,18,26.4,3.6,8.1,0.441,1.3,3.6,0.371,2.2,4.4,0.498,0.525,0.7,0.9,0.827,0.3,3.6,3.9,6.8,1.2,0.1,1.3,1.9,9.2,,1531,14.7,0.544,0.45,0.111,1.3,14.4,7.9,33.4,2.2,0.4,13.4,15.6,2.6,1.7,4.3,0.136,-0.2,1.2,1,1.2,2023
390,Cameron Payne,29,2TM,PG,78,10,16.7,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4,,1304,12.8,0.566,0.555,0.139,1.8,8.1,4.9,21.9,1.6,0.8,11.4,19.1,1.4,1,2.4,0.089,-0.5,-0.6,-1.1,0.3,2023
391,Gary Payton II,31,GSW,SG,44,0,15.5,2.3,4.2,0.563,0.5,1.3,0.364,1.9,2.9,0.648,0.617,0.3,0.5,0.609,1,1.5,2.6,1.1,0.9,0.4,0.6,1.8,5.5,,680,13.9,0.621,0.301,0.126,7.4,10.5,9,9.4,2.8,2.4,12.3,13.6,0.9,0.9,1.8,0.125,-1.3,2.2,0.9,0.5,2023
392,Mãozinha Pereira,23,MEM,SF,7,1,17.4,2.6,5,0.514,0.7,1.9,0.385,1.9,3.1,0.591,0.586,1,1.4,0.7,1.6,3.7,5.3,0.3,0.9,0.6,0.7,1.4,6.9,,122,15.7,0.609,0.371,0.286,9.5,24.3,16.6,2.5,2.4,3.1,11.3,15.6,0.1,0.2,0.3,0.123,-1.2,0.7,-0.5,0,2023
393,Drew Peterson,24,BOS,PF,3,0,7.7,1.3,2,0.667,1,1.7,0.6,0.3,0.3,1,0.917,0,0,,0,0.3,0.3,0.3,0.7,0,0.3,0.3,3.7,,23,18.5,0.917,0.833,0,0,4.5,2.3,5.9,4.3,0,14.3,13.3,0.1,0,0.1,0.194,3.8,1.6,5.3,0,2023
394,Filip Petrušev,23,2TM,C,3,0,3.3,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0,0.3,0.3,0,0,0,0,0.3,1,,10,5.1,0.521,0,1,0,11.2,5.5,0,0,0,0,12.3,0,0,0,0.029,-4.7,-3.3,-8,0,2023
395,Julian Phillips,20,CHI,SF,40,0,8.1,0.8,1.9,0.416,0.3,1,0.316,0.5,1,0.513,0.494,0.3,0.5,0.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,1,2.2,,323,7,0.521,0.494,0.247,4.1,8.5,6.2,5.3,1.1,2.2,10.5,13,0,0.2,0.2,0.031,-4.7,-0.6,-5.3,-0.3,2023
396,Jalen Pickett,24,DEN,SG,27,0,4.5,0.6,1.3,0.429,0.3,0.9,0.36,0.2,0.4,0.6,0.557,0.1,0.1,0.75,0,0.5,0.5,0.8,0.1,0,0.3,0.5,1.6,,122,9.7,0.571,0.714,0.114,0.9,11.5,6.4,21.7,1.6,0,19.7,16.4,0,0.1,0.2,0.065,-2.7,-0.5,-3.3,0,2023
397,Scotty Pippen Jr.,23,MEM,PG,21,16,25.1,4.8,9.7,0.493,1.4,3.4,0.417,3.3,6.2,0.534,0.567,2,2.6,0.745,1,2.1,3.2,4.7,1.7,0.5,2.7,2.9,12.9,,527,16.4,0.596,0.355,0.271,4.4,9.7,7,30.7,3.3,1.8,19.8,23,0.3,0.7,1,0.09,-0.1,1.4,1.3,0.4,2023
398,Mason Plumlee,33,LAC,C,46,11,14.7,1.9,3.3,0.569,0,0.1,0,1.9,3.2,0.592,0.569,1.5,2.2,0.707,1.3,3.8,5.1,1.2,0.3,0.4,0.8,1.5,5.3,,674,15.8,0.621,0.039,0.647,10.4,28.2,19.6,10.8,1,2.3,15.5,15.1,1.2,0.9,2,0.146,-1.1,0.4,-0.8,0.2,2023
399,Brandin Podziemski,20,GSW,SG,74,28,26.6,3.7,8.1,0.454,1.2,3.2,0.385,2.4,4.9,0.499,0.529,0.7,1.1,0.633,1.6,4.2,5.8,3.7,0.8,0.2,1.2,1.6,9.2,ROY-5,1968,13,0.54,0.392,0.132,6.6,16.7,11.7,18.1,1.5,0.6,12.2,15.4,2.1,2,4.1,0.1,-0.5,0.4,-0.1,0.9,2023
400,Jakob Poeltl,28,TOR,C,50,50,26.4,5,7.6,0.656,0,0,,5,7.6,0.656,0.656,1.2,2.1,0.551,2.9,5.7,8.6,2.5,0.7,1.5,1.5,3,11.1,,1319,18.9,0.653,0,0.283,11.9,24.1,17.9,14,1.3,5.1,15.3,16.2,2.4,1.4,3.8,0.138,-0.3,1,0.7,0.9,2023
401,Aleksej Pokusevski,22,2TM,PF,28,0,14.5,1.8,4.3,0.405,0.6,2,0.327,1.1,2.4,0.47,0.479,1.1,1.5,0.732,0.6,2.6,3.2,1.3,0.5,0.5,0.7,0.8,5.2,,405,12.7,0.525,0.455,0.339,4.6,20.4,12.3,12,1.8,3,12,17.2,0,0.4,0.4,0.05,-1.8,-0.1,-1.9,0,2023
402,Jordan Poole,24,WAS,SG,78,66,30.1,6.3,15.2,0.413,2.4,7.2,0.326,3.9,8,0.492,0.491,2.5,2.8,0.877,0.4,2.3,2.7,4.4,1.1,0.3,2.4,3.1,17.4,,2346,12.1,0.529,0.476,0.185,1.4,8.4,4.8,21.4,1.7,0.9,12.8,26.4,-1.5,0.8,-0.6,-0.013,-2,-1.9,-3.9,-1.2,2023
403,Craig Porter Jr.,23,CLE,PG,51,6,12.7,2.3,4.5,0.509,0.2,0.7,0.353,2,3.8,0.536,0.535,0.8,1.1,0.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,,649,15.4,0.564,0.149,0.246,3.7,15.1,9.4,26.5,1.6,2.1,15.1,20.2,0.6,0.9,1.5,0.108,-0.6,1.1,0.5,0.4,2023
404,Jontay Porter,24,TOR,PF,26,5,13.8,1.5,4,0.385,0.8,2.3,0.333,0.8,1.7,0.455,0.481,0.6,0.7,0.833,1,2.2,3.2,2.3,0.8,0.8,0.8,1.3,4.4,,360,14.9,0.514,0.577,0.173,7.8,17.5,12.5,21.8,2.7,4.9,15.8,15.8,0.2,0.4,0.7,0.089,-0.3,1.9,1.7,0.3,2023
405,Michael Porter Jr.,25,DEN,SF,81,81,31.7,6.4,13.3,0.484,2.7,6.8,0.397,3.7,6.5,0.575,0.586,1.1,1.4,0.836,1.3,5.7,7,1.5,0.5,0.7,1.1,1.8,16.7,,2565,15.5,0.601,0.513,0.102,4.7,19.3,12.2,6.7,0.8,1.8,7.5,20.7,3.1,3.1,6.2,0.115,1.2,-1.2,0.1,1.3,2023
